Genome project	Gene stable ID	Caenorhabditis remanei [WS251] gene stable ID	Homology type
caenorhabditis_brenneri	WBGene00138763	WBGene00074302	ortholog_many2many
caenorhabditis_brenneri	WBGene00138763	WBGene00059306	ortholog_many2many
caenorhabditis_brenneri	WBGene00138764	WBGene00051872	ortholog_one2one
caenorhabditis_brenneri	WBGene00138765	WBGene00053600	ortholog_one2many
caenorhabditis_brenneri	WBGene00138766	WBGene00063831	ortholog_one2many
caenorhabditis_brenneri	WBGene00138766	WBGene00073037	ortholog_one2many
caenorhabditis_brenneri	WBGene00138766	WBGene00078918	ortholog_one2many
caenorhabditis_brenneri	WBGene00138766	WBGene00073836	ortholog_one2many
caenorhabditis_brenneri	WBGene00138767	WBGene00052665	ortholog_one2many
caenorhabditis_brenneri	WBGene00138768	WBGene00062394	ortholog_one2one
caenorhabditis_brenneri	WBGene00138769	WBGene00081779	ortholog_one2many
caenorhabditis_brenneri	WBGene00138770	WBGene00068644	ortholog_one2many
caenorhabditis_brenneri	WBGene00138770	WBGene00068643	ortholog_one2many
caenorhabditis_brenneri	WBGene00138771	WBGene00064271	ortholog_one2many
caenorhabditis_brenneri	WBGene00138772	WBGene00064541	ortholog_one2many
caenorhabditis_brenneri	WBGene00138773	WBGene00066612	ortholog_many2many
caenorhabditis_brenneri	WBGene00138773	WBGene00056354	ortholog_many2many
caenorhabditis_brenneri	WBGene00138774	WBGene00057972	ortholog_one2one
caenorhabditis_brenneri	WBGene00138775		
caenorhabditis_brenneri	WBGene00138776	WBGene00066448	ortholog_one2one
caenorhabditis_brenneri	WBGene00138777	WBGene00051133	ortholog_one2many
caenorhabditis_brenneri	WBGene00138778	WBGene00079882	ortholog_one2many
caenorhabditis_brenneri	WBGene00138779		
caenorhabditis_brenneri	WBGene00138780	WBGene00058244	ortholog_one2one
caenorhabditis_brenneri	WBGene00138781		
caenorhabditis_brenneri	WBGene00138782		
caenorhabditis_brenneri	WBGene00138783		
caenorhabditis_brenneri	WBGene00138784		
caenorhabditis_brenneri	WBGene00138785		
caenorhabditis_brenneri	WBGene00138786	WBGene00085939	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085919	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00080425	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085944	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00069073	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085933	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085900	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00061625	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085915	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00066566	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085898	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00081389	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085931	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085930	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085916	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085921	ortholog_many2many
caenorhabditis_brenneri	WBGene00138786	WBGene00085905	ortholog_many2many
caenorhabditis_brenneri	WBGene00138787	WBGene00078395	ortholog_one2many
caenorhabditis_brenneri	WBGene00138788		
caenorhabditis_brenneri	WBGene00138789		
caenorhabditis_brenneri	WBGene00138790	WBGene00057829	ortholog_one2one
caenorhabditis_brenneri	WBGene00138791	WBGene00064983	ortholog_one2one
caenorhabditis_brenneri	WBGene00138792	WBGene00058134	ortholog_one2many
caenorhabditis_brenneri	WBGene00138793	WBGene00053050	ortholog_one2many
caenorhabditis_brenneri	WBGene00138794	WBGene00060080	ortholog_one2many
caenorhabditis_brenneri	WBGene00138795		
caenorhabditis_brenneri	WBGene00138796	WBGene00072042	ortholog_one2one
caenorhabditis_brenneri	WBGene00138797	WBGene00051383	ortholog_one2one
caenorhabditis_brenneri	WBGene00138798		
caenorhabditis_brenneri	WBGene00138799	WBGene00059064	ortholog_one2one
caenorhabditis_brenneri	WBGene00138800	WBGene00069989	ortholog_one2many
caenorhabditis_brenneri	WBGene00138800	WBGene00069987	ortholog_one2many
caenorhabditis_brenneri	WBGene00138800	WBGene00069988	ortholog_one2many
caenorhabditis_brenneri	WBGene00138801	WBGene00055002	ortholog_one2one
caenorhabditis_brenneri	WBGene00138803	WBGene00060239	ortholog_one2one
caenorhabditis_brenneri	WBGene00138804		
caenorhabditis_brenneri	WBGene00138805		
caenorhabditis_brenneri	WBGene00138806	WBGene00060073	ortholog_one2many
caenorhabditis_brenneri	WBGene00138807	WBGene00056726	ortholog_one2many
caenorhabditis_brenneri	WBGene00138808	WBGene00070948	ortholog_many2many
caenorhabditis_brenneri	WBGene00138808	WBGene00073154	ortholog_many2many
caenorhabditis_brenneri	WBGene00138808	WBGene00070953	ortholog_many2many
caenorhabditis_brenneri	WBGene00138809		
caenorhabditis_brenneri	WBGene00138810		
caenorhabditis_brenneri	WBGene00138811	WBGene00062840	ortholog_one2many
caenorhabditis_brenneri	WBGene00138812	WBGene00061102	ortholog_one2many
caenorhabditis_brenneri	WBGene00138813	WBGene00070325	ortholog_one2many
caenorhabditis_brenneri	WBGene00138814	WBGene00081288	ortholog_one2many
caenorhabditis_brenneri	WBGene00138815		
caenorhabditis_brenneri	WBGene00138816	WBGene00073188	ortholog_many2many
caenorhabditis_brenneri	WBGene00138816	WBGene00059199	ortholog_many2many
caenorhabditis_brenneri	WBGene00138817		
caenorhabditis_brenneri	WBGene00138818		
caenorhabditis_brenneri	WBGene00138819		
caenorhabditis_brenneri	WBGene00138820		
caenorhabditis_brenneri	WBGene00138821	WBGene00053279	ortholog_one2one
caenorhabditis_brenneri	WBGene00138823	WBGene00059777	ortholog_one2one
caenorhabditis_brenneri	WBGene00138824		
caenorhabditis_brenneri	WBGene00138825	WBGene00054794	ortholog_one2one
caenorhabditis_brenneri	WBGene00138826		
caenorhabditis_brenneri	WBGene00138827	WBGene00071853	ortholog_one2many
caenorhabditis_brenneri	WBGene00138828	WBGene00082825	ortholog_one2one
caenorhabditis_brenneri	WBGene00138829		
caenorhabditis_brenneri	WBGene00138830	WBGene00075420	ortholog_many2many
caenorhabditis_brenneri	WBGene00138830	WBGene00069129	ortholog_many2many
caenorhabditis_brenneri	WBGene00138831	WBGene00053196	ortholog_one2many
caenorhabditis_brenneri	WBGene00138832		
caenorhabditis_brenneri	WBGene00138833	WBGene00065714	ortholog_many2many
caenorhabditis_brenneri	WBGene00138833	WBGene00074070	ortholog_many2many
caenorhabditis_brenneri	WBGene00138834	WBGene00052873	ortholog_one2one
caenorhabditis_brenneri	WBGene00138835		
caenorhabditis_brenneri	WBGene00138836		
caenorhabditis_brenneri	WBGene00138837	WBGene00054144	ortholog_one2many
caenorhabditis_brenneri	WBGene00138837	WBGene00053461	ortholog_one2many
caenorhabditis_brenneri	WBGene00138837	WBGene00054106	ortholog_one2many
caenorhabditis_brenneri	WBGene00138838	WBGene00064517	ortholog_one2one
caenorhabditis_brenneri	WBGene00138839	WBGene00069374	ortholog_many2many
caenorhabditis_brenneri	WBGene00138839	WBGene00054422	ortholog_many2many
caenorhabditis_brenneri	WBGene00138839	WBGene00054459	ortholog_many2many
caenorhabditis_brenneri	WBGene00138840	WBGene00067799	ortholog_one2one
caenorhabditis_brenneri	WBGene00138841	WBGene00057524	ortholog_one2many
caenorhabditis_brenneri	WBGene00138842	WBGene00065329	ortholog_one2many
caenorhabditis_brenneri	WBGene00138842	WBGene00065327	ortholog_one2many
caenorhabditis_brenneri	WBGene00138842	WBGene00065328	ortholog_one2many
caenorhabditis_brenneri	WBGene00138843	WBGene00054505	ortholog_one2many
caenorhabditis_brenneri	WBGene00138844	WBGene00079257	ortholog_one2many
caenorhabditis_brenneri	WBGene00138844	WBGene00080797	ortholog_one2many
caenorhabditis_brenneri	WBGene00138844	WBGene00079284	ortholog_one2many
caenorhabditis_brenneri	WBGene00138844	WBGene00079367	ortholog_one2many
caenorhabditis_brenneri	WBGene00138845	WBGene00054014	ortholog_one2one
caenorhabditis_brenneri	WBGene00138847	WBGene00070097	ortholog_one2many
caenorhabditis_brenneri	WBGene00138848	WBGene00063091	ortholog_one2one
caenorhabditis_brenneri	WBGene00138849	WBGene00085044	ortholog_one2one
caenorhabditis_brenneri	WBGene00138850		
caenorhabditis_brenneri	WBGene00138851	WBGene00068986	ortholog_one2one
caenorhabditis_brenneri	WBGene00138852		
caenorhabditis_brenneri	WBGene00138853	WBGene00060532	ortholog_one2many
caenorhabditis_brenneri	WBGene00138854		
caenorhabditis_brenneri	WBGene00138855	WBGene00051927	ortholog_one2one
caenorhabditis_brenneri	WBGene00138856	WBGene00056247	ortholog_one2many
caenorhabditis_brenneri	WBGene00138857	WBGene00072566	ortholog_many2many
caenorhabditis_brenneri	WBGene00138857	WBGene00057832	ortholog_many2many
caenorhabditis_brenneri	WBGene00138857	WBGene00052866	ortholog_many2many
caenorhabditis_brenneri	WBGene00138857	WBGene00068261	ortholog_many2many
caenorhabditis_brenneri	WBGene00138858		
caenorhabditis_brenneri	WBGene00138859		
caenorhabditis_brenneri	WBGene00138860	WBGene00079027	ortholog_many2many
caenorhabditis_brenneri	WBGene00138860	WBGene00071565	ortholog_many2many
caenorhabditis_brenneri	WBGene00138860	WBGene00072203	ortholog_many2many
caenorhabditis_brenneri	WBGene00138861	WBGene00058484	ortholog_one2one
caenorhabditis_brenneri	WBGene00138862	WBGene00065196	ortholog_one2many
caenorhabditis_brenneri	WBGene00138863	WBGene00062646	ortholog_one2many
caenorhabditis_brenneri	WBGene00138863	WBGene00082963	ortholog_one2many
caenorhabditis_brenneri	WBGene00138864	WBGene00069408	ortholog_one2many
caenorhabditis_brenneri	WBGene00138865	WBGene00070533	ortholog_one2one
caenorhabditis_brenneri	WBGene00138866		
caenorhabditis_brenneri	WBGene00138867	WBGene00057706	ortholog_one2one
caenorhabditis_brenneri	WBGene00138868		
caenorhabditis_brenneri	WBGene00138869	WBGene00052529	ortholog_one2one
caenorhabditis_brenneri	WBGene00138870	WBGene00059762	ortholog_many2many
caenorhabditis_brenneri	WBGene00138870	WBGene00070771	ortholog_many2many
caenorhabditis_brenneri	WBGene00138870	WBGene00065875	ortholog_many2many
caenorhabditis_brenneri	WBGene00138870	WBGene00084600	ortholog_many2many
caenorhabditis_brenneri	WBGene00138870	WBGene00065873	ortholog_many2many
caenorhabditis_brenneri	WBGene00138870	WBGene00065874	ortholog_many2many
caenorhabditis_brenneri	WBGene00138870	WBGene00078711	ortholog_many2many
caenorhabditis_brenneri	WBGene00138871	WBGene00064423	ortholog_one2one
caenorhabditis_brenneri	WBGene00138872		
caenorhabditis_brenneri	WBGene00138875	WBGene00077313	ortholog_one2one
caenorhabditis_brenneri	WBGene00138876		
caenorhabditis_brenneri	WBGene00138877	WBGene00077022	ortholog_one2many
caenorhabditis_brenneri	WBGene00138878		
caenorhabditis_brenneri	WBGene00138879	WBGene00057600	ortholog_one2many
caenorhabditis_brenneri	WBGene00138880		
caenorhabditis_brenneri	WBGene00138881	WBGene00065422	ortholog_one2many
caenorhabditis_brenneri	WBGene00138882	WBGene00051853	ortholog_one2one
caenorhabditis_brenneri	WBGene00138883	WBGene00070709	ortholog_one2one
caenorhabditis_brenneri	WBGene00138884	WBGene00063240	ortholog_one2one
caenorhabditis_brenneri	WBGene00138885		
caenorhabditis_brenneri	WBGene00138886	WBGene00055031	ortholog_one2one
caenorhabditis_brenneri	WBGene00138887	WBGene00067899	ortholog_one2one
caenorhabditis_brenneri	WBGene00138888	WBGene00077981	ortholog_one2one
caenorhabditis_brenneri	WBGene00138889	WBGene00056002	ortholog_one2one
caenorhabditis_brenneri	WBGene00138890	WBGene00064262	ortholog_many2many
caenorhabditis_brenneri	WBGene00138890	WBGene00068997	ortholog_many2many
caenorhabditis_brenneri	WBGene00138891	WBGene00072033	ortholog_many2many
caenorhabditis_brenneri	WBGene00138891	WBGene00065012	ortholog_many2many
caenorhabditis_brenneri	WBGene00138892	WBGene00061885	ortholog_one2many
caenorhabditis_brenneri	WBGene00138892	WBGene00061887	ortholog_one2many
caenorhabditis_brenneri	WBGene00138893	WBGene00061871	ortholog_one2one
caenorhabditis_brenneri	WBGene00138894		
caenorhabditis_brenneri	WBGene00138895		
caenorhabditis_brenneri	WBGene00138896	WBGene00057792	ortholog_one2one
caenorhabditis_brenneri	WBGene00138897	WBGene00070024	ortholog_one2many
caenorhabditis_brenneri	WBGene00138898		
caenorhabditis_brenneri	WBGene00138899	WBGene00061725	ortholog_one2one
caenorhabditis_brenneri	WBGene00138900	WBGene00062216	ortholog_one2many
caenorhabditis_brenneri	WBGene00138901		
caenorhabditis_brenneri	WBGene00138902		
caenorhabditis_brenneri	WBGene00138903		
caenorhabditis_brenneri	WBGene00138904		
caenorhabditis_brenneri	WBGene00138905	WBGene00067531	ortholog_one2one
caenorhabditis_brenneri	WBGene00138906	WBGene00063853	ortholog_one2one
caenorhabditis_brenneri	WBGene00138907	WBGene00066087	ortholog_one2many
caenorhabditis_brenneri	WBGene00138907	WBGene00074567	ortholog_one2many
caenorhabditis_brenneri	WBGene00138908	WBGene00057542	ortholog_one2many
caenorhabditis_brenneri	WBGene00138909		
caenorhabditis_brenneri	WBGene00138910	WBGene00064777	ortholog_many2many
caenorhabditis_brenneri	WBGene00138910	WBGene00067978	ortholog_many2many
caenorhabditis_brenneri	WBGene00138911		
caenorhabditis_brenneri	WBGene00138912	WBGene00058066	ortholog_one2one
caenorhabditis_brenneri	WBGene00138913	WBGene00060957	ortholog_one2one
caenorhabditis_brenneri	WBGene00138915	WBGene00064547	ortholog_one2one
caenorhabditis_brenneri	WBGene00138916		
caenorhabditis_brenneri	WBGene00138917		
caenorhabditis_brenneri	WBGene00138918		
caenorhabditis_brenneri	WBGene00138919	WBGene00061270	ortholog_many2many
caenorhabditis_brenneri	WBGene00138919	WBGene00059288	ortholog_many2many
caenorhabditis_brenneri	WBGene00138919	WBGene00070234	ortholog_many2many
caenorhabditis_brenneri	WBGene00138920	WBGene00062840	ortholog_one2many
caenorhabditis_brenneri	WBGene00138921	WBGene00068861	ortholog_one2many
caenorhabditis_brenneri	WBGene00138921	WBGene00054938	ortholog_one2many
caenorhabditis_brenneri	WBGene00138922	WBGene00060018	ortholog_many2many
caenorhabditis_brenneri	WBGene00138922	WBGene00059913	ortholog_many2many
caenorhabditis_brenneri	WBGene00138923		
caenorhabditis_brenneri	WBGene00138924	WBGene00058550	ortholog_one2one
caenorhabditis_brenneri	WBGene00138925	WBGene00083706	ortholog_one2one
caenorhabditis_brenneri	WBGene00138926	WBGene00053228	ortholog_one2many
caenorhabditis_brenneri	WBGene00138927		
caenorhabditis_brenneri	WBGene00138928		
caenorhabditis_brenneri	WBGene00138929	WBGene00060972	ortholog_one2many
caenorhabditis_brenneri	WBGene00138930		
caenorhabditis_brenneri	WBGene00138931		
caenorhabditis_brenneri	WBGene00138932		
caenorhabditis_brenneri	WBGene00138933		
caenorhabditis_brenneri	WBGene00138934	WBGene00059599	ortholog_one2one
caenorhabditis_brenneri	WBGene00138936		
caenorhabditis_brenneri	WBGene00138937		
caenorhabditis_brenneri	WBGene00138938	WBGene00055288	ortholog_one2many
caenorhabditis_brenneri	WBGene00138939	WBGene00085742	ortholog_one2one
caenorhabditis_brenneri	WBGene00138940		
caenorhabditis_brenneri	WBGene00138941		
caenorhabditis_brenneri	WBGene00138942		
caenorhabditis_brenneri	WBGene00138943	WBGene00058558	ortholog_one2one
caenorhabditis_brenneri	WBGene00138944	WBGene00053740	ortholog_one2many
caenorhabditis_brenneri	WBGene00138945	WBGene00057518	ortholog_one2many
caenorhabditis_brenneri	WBGene00138946	WBGene00072576	ortholog_many2many
caenorhabditis_brenneri	WBGene00138946	WBGene00065748	ortholog_many2many
caenorhabditis_brenneri	WBGene00138946	WBGene00072855	ortholog_many2many
caenorhabditis_brenneri	WBGene00138947		
caenorhabditis_brenneri	WBGene00138948	WBGene00080100	ortholog_one2many
caenorhabditis_brenneri	WBGene00138949	WBGene00053654	ortholog_one2one
caenorhabditis_brenneri	WBGene00138950		
caenorhabditis_brenneri	WBGene00138951	WBGene00068972	ortholog_one2one
caenorhabditis_brenneri	WBGene00138952	WBGene00051435	ortholog_one2one
caenorhabditis_brenneri	WBGene00138954		
caenorhabditis_brenneri	WBGene00138955		
caenorhabditis_brenneri	WBGene00138956	WBGene00062076	ortholog_one2many
caenorhabditis_brenneri	WBGene00138956	WBGene00061064	ortholog_one2many
caenorhabditis_brenneri	WBGene00138957		
caenorhabditis_brenneri	WBGene00138958	WBGene00058239	ortholog_one2one
caenorhabditis_brenneri	WBGene00138959		
caenorhabditis_brenneri	WBGene00138960	WBGene00056464	ortholog_one2many
caenorhabditis_brenneri	WBGene00138961	WBGene00054589	ortholog_one2many
caenorhabditis_brenneri	WBGene00138962	WBGene00055412	ortholog_one2many
caenorhabditis_brenneri	WBGene00138963	WBGene00079939	ortholog_one2one
caenorhabditis_brenneri	WBGene00138964		
caenorhabditis_brenneri	WBGene00138965	WBGene00070867	ortholog_one2many
caenorhabditis_brenneri	WBGene00138966	WBGene00053670	ortholog_one2many
caenorhabditis_brenneri	WBGene00138967	WBGene00070747	ortholog_many2many
caenorhabditis_brenneri	WBGene00138967	WBGene00072157	ortholog_many2many
caenorhabditis_brenneri	WBGene00138967	WBGene00061320	ortholog_many2many
caenorhabditis_brenneri	WBGene00138967	WBGene00083929	ortholog_many2many
caenorhabditis_brenneri	WBGene00138967	WBGene00055256	ortholog_many2many
caenorhabditis_brenneri	WBGene00138967	WBGene00066668	ortholog_many2many
caenorhabditis_brenneri	WBGene00138967	WBGene00085951	ortholog_many2many
caenorhabditis_brenneri	WBGene00138968		
caenorhabditis_brenneri	WBGene00138969		
caenorhabditis_brenneri	WBGene00138970	WBGene00056204	ortholog_one2many
caenorhabditis_brenneri	WBGene00138971		
caenorhabditis_brenneri	WBGene00138972	WBGene00081402	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071592	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00075075	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00086389	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00081318	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00072737	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071568	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00074974	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00075312	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00075675	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00081395	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00073133	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00079474	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00081629	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00084948	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00084701	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071572	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071575	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00073135	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00082879	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00073131	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00075843	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071570	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00081404	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071863	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00083551	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071588	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071587	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071586	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00079753	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00084703	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00084706	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071567	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00081401	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00079754	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00081410	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00075724	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00075133	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00071569	ortholog_one2many
caenorhabditis_brenneri	WBGene00138972	WBGene00072438	ortholog_one2many
caenorhabditis_brenneri	WBGene00138973	WBGene00053769	ortholog_one2many
caenorhabditis_brenneri	WBGene00138974	WBGene00069886	ortholog_one2many
caenorhabditis_brenneri	WBGene00138974	WBGene00068302	ortholog_one2many
caenorhabditis_brenneri	WBGene00138975	WBGene00074926	ortholog_many2many
caenorhabditis_brenneri	WBGene00138975	WBGene00059285	ortholog_many2many
caenorhabditis_brenneri	WBGene00138977	WBGene00069599	ortholog_one2one
caenorhabditis_brenneri	WBGene00138978	WBGene00057856	ortholog_one2many
caenorhabditis_brenneri	WBGene00138979		
caenorhabditis_brenneri	WBGene00138980	WBGene00062348	ortholog_one2many
caenorhabditis_brenneri	WBGene00138981		
caenorhabditis_brenneri	WBGene00138982	WBGene00054242	ortholog_one2one
caenorhabditis_brenneri	WBGene00138983	WBGene00060158	ortholog_one2one
caenorhabditis_brenneri	WBGene00138984	WBGene00065653	ortholog_one2many
caenorhabditis_brenneri	WBGene00138985	WBGene00066246	ortholog_one2many
caenorhabditis_brenneri	WBGene00138986	WBGene00064950	ortholog_one2many
caenorhabditis_brenneri	WBGene00138987		
caenorhabditis_brenneri	WBGene00138988	WBGene00054930	ortholog_one2one
caenorhabditis_brenneri	WBGene00138989	WBGene00080019	ortholog_many2many
caenorhabditis_brenneri	WBGene00138989	WBGene00068704	ortholog_many2many
caenorhabditis_brenneri	WBGene00138989	WBGene00082300	ortholog_many2many
caenorhabditis_brenneri	WBGene00138989	WBGene00080028	ortholog_many2many
caenorhabditis_brenneri	WBGene00138990	WBGene00056989	ortholog_one2one
caenorhabditis_brenneri	WBGene00138991	WBGene00062331	ortholog_one2many
caenorhabditis_brenneri	WBGene00138992	WBGene00084417	ortholog_one2many
caenorhabditis_brenneri	WBGene00138992	WBGene00064501	ortholog_one2many
caenorhabditis_brenneri	WBGene00138992	WBGene00061007	ortholog_one2many
caenorhabditis_brenneri	WBGene00138992	WBGene00064502	ortholog_one2many
caenorhabditis_brenneri	WBGene00138993	WBGene00061163	ortholog_one2many
caenorhabditis_brenneri	WBGene00138994	WBGene00070312	ortholog_many2many
caenorhabditis_brenneri	WBGene00138994	WBGene00075205	ortholog_many2many
caenorhabditis_brenneri	WBGene00138995	WBGene00069705	ortholog_one2one
caenorhabditis_brenneri	WBGene00138996	WBGene00073039	ortholog_one2many
caenorhabditis_brenneri	WBGene00138997		
caenorhabditis_brenneri	WBGene00138998	WBGene00061710	ortholog_one2one
caenorhabditis_brenneri	WBGene00138999	WBGene00055886	ortholog_one2one
caenorhabditis_brenneri	WBGene00139000	WBGene00074638	ortholog_one2many
caenorhabditis_brenneri	WBGene00139000	WBGene00080106	ortholog_one2many
caenorhabditis_brenneri	WBGene00139001		
caenorhabditis_brenneri	WBGene00139002	WBGene00052085	ortholog_one2one
caenorhabditis_brenneri	WBGene00139003	WBGene00051791	ortholog_one2one
caenorhabditis_brenneri	WBGene00139004	WBGene00085902	ortholog_one2many
caenorhabditis_brenneri	WBGene00139005	WBGene00053884	ortholog_one2many
caenorhabditis_brenneri	WBGene00139006	WBGene00080901	ortholog_many2many
caenorhabditis_brenneri	WBGene00139006	WBGene00080881	ortholog_many2many
caenorhabditis_brenneri	WBGene00139007	WBGene00079447	ortholog_many2many
caenorhabditis_brenneri	WBGene00139007	WBGene00071024	ortholog_many2many
caenorhabditis_brenneri	WBGene00139007	WBGene00078643	ortholog_many2many
caenorhabditis_brenneri	WBGene00139007	WBGene00063531	ortholog_many2many
caenorhabditis_brenneri	WBGene00139007	WBGene00081102	ortholog_many2many
