Genome project	Gene stable ID	Caenorhabditis remanei [WS251] gene stable ID	Orthology confidence [0 low, 1 high]	Caenorhabditis briggsae [WS251] gene stable ID	Orthology confidence [0 low, 1 high]
caenorhabditis_briggsae	WBGene00023549	WBGene00066137	1		0
caenorhabditis_briggsae	WBGene00023549	WBGene00066917	1		0
caenorhabditis_briggsae	WBGene00023550				0
caenorhabditis_briggsae	WBGene00023551	WBGene00064082	1		0
caenorhabditis_briggsae	WBGene00023552	WBGene00051183	1		0
caenorhabditis_briggsae	WBGene00023553	WBGene00051182	1		0
caenorhabditis_briggsae	WBGene00023554	WBGene00051181	1		0
caenorhabditis_briggsae	WBGene00023555	WBGene00051179	1		0
caenorhabditis_briggsae	WBGene00023556	WBGene00085531	1		0
caenorhabditis_briggsae	WBGene00023557				0
caenorhabditis_briggsae	WBGene00023558				0
caenorhabditis_briggsae	WBGene00023559				0
caenorhabditis_briggsae	WBGene00023560				0
caenorhabditis_briggsae	WBGene00023561	WBGene00051173	1		0
caenorhabditis_briggsae	WBGene00023562	WBGene00051172	1		0
caenorhabditis_briggsae	WBGene00023564	WBGene00051171	0		0
caenorhabditis_briggsae	WBGene00023565	WBGene00051169	1		0
caenorhabditis_briggsae	WBGene00023566	WBGene00051168	1		0
caenorhabditis_briggsae	WBGene00023567	WBGene00051167	1		0
caenorhabditis_briggsae	WBGene00023568	WBGene00085533	1		0
caenorhabditis_briggsae	WBGene00023569	WBGene00051166	1		0
caenorhabditis_briggsae	WBGene00023570	WBGene00051165	1		0
caenorhabditis_briggsae	WBGene00023571	WBGene00051164	1		0
caenorhabditis_briggsae	WBGene00023572	WBGene00051162	1		0
caenorhabditis_briggsae	WBGene00023573	WBGene00051161	1		0
caenorhabditis_briggsae	WBGene00023574				0
caenorhabditis_briggsae	WBGene00023575	WBGene00051160	1		0
caenorhabditis_briggsae	WBGene00023576				0
caenorhabditis_briggsae	WBGene00023577	WBGene00051159	1		0
caenorhabditis_briggsae	WBGene00023578	WBGene00051157	1		0
caenorhabditis_briggsae	WBGene00023579	WBGene00051156	1		0
caenorhabditis_briggsae	WBGene00023580	WBGene00051154	1		0
caenorhabditis_briggsae	WBGene00023581	WBGene00051153	0		0
caenorhabditis_briggsae	WBGene00023582	WBGene00051152	1		0
caenorhabditis_briggsae	WBGene00023583	WBGene00051150	0		0
caenorhabditis_briggsae	WBGene00023584	WBGene00051149	1		0
caenorhabditis_briggsae	WBGene00023585	WBGene00051148	1		0
caenorhabditis_briggsae	WBGene00023586	WBGene00051147	1		0
caenorhabditis_briggsae	WBGene00023587	WBGene00051146	1		0
caenorhabditis_briggsae	WBGene00023588				0
caenorhabditis_briggsae	WBGene00023589	WBGene00051143	0		0
caenorhabditis_briggsae	WBGene00023590				0
caenorhabditis_briggsae	WBGene00023591	WBGene00051141	1		0
caenorhabditis_briggsae	WBGene00023592	WBGene00051140	0		0
caenorhabditis_briggsae	WBGene00023593	WBGene00051139	1		0
caenorhabditis_briggsae	WBGene00023594	WBGene00051138	1		0
caenorhabditis_briggsae	WBGene00023595				0
caenorhabditis_briggsae	WBGene00023596	WBGene00051137	0		0
caenorhabditis_briggsae	WBGene00023597	WBGene00051136	1		0
caenorhabditis_briggsae	WBGene00023598	WBGene00051135	1		0
caenorhabditis_briggsae	WBGene00023599	WBGene00051134	0		0
caenorhabditis_briggsae	WBGene00023600	WBGene00051133	1		0
caenorhabditis_briggsae	WBGene00023601	WBGene00051132	1		0
caenorhabditis_briggsae	WBGene00023602	WBGene00051131	1		0
caenorhabditis_briggsae	WBGene00023603	WBGene00051129	1		0
caenorhabditis_briggsae	WBGene00023604				0
caenorhabditis_briggsae	WBGene00023605				0
caenorhabditis_briggsae	WBGene00023606	WBGene00051128	1		0
caenorhabditis_briggsae	WBGene00023607	WBGene00051126	0		0
caenorhabditis_briggsae	WBGene00023608				0
caenorhabditis_briggsae	WBGene00023609	WBGene00051125	1		0
caenorhabditis_briggsae	WBGene00023610	WBGene00051124	1		0
caenorhabditis_briggsae	WBGene00023611				0
caenorhabditis_briggsae	WBGene00023612	WBGene00051122	1		0
caenorhabditis_briggsae	WBGene00023613	WBGene00051121	1		0
caenorhabditis_briggsae	WBGene00023614	WBGene00051119	1		0
caenorhabditis_briggsae	WBGene00023615	WBGene00051118	1		0
caenorhabditis_briggsae	WBGene00023616	WBGene00051115	1		0
caenorhabditis_briggsae	WBGene00023616	WBGene00051113	1		0
caenorhabditis_briggsae	WBGene00023617				0
caenorhabditis_briggsae	WBGene00023618				0
caenorhabditis_briggsae	WBGene00023619				0
caenorhabditis_briggsae	WBGene00023620	WBGene00084929	1		0
caenorhabditis_briggsae	WBGene00023621	WBGene00070871	0		0
caenorhabditis_briggsae	WBGene00023621	WBGene00069586	0		0
caenorhabditis_briggsae	WBGene00023621	WBGene00054066	0		0
caenorhabditis_briggsae	WBGene00023622	WBGene00051101	1		0
caenorhabditis_briggsae	WBGene00023623	WBGene00084922	1		0
caenorhabditis_briggsae	WBGene00023623	WBGene00051100	1		0
caenorhabditis_briggsae	WBGene00023624	WBGene00084919	0		0
caenorhabditis_briggsae	WBGene00023625	WBGene00051099	1		0
caenorhabditis_briggsae	WBGene00023626	WBGene00051098	1		0
caenorhabditis_briggsae	WBGene00023627	WBGene00051096	1		0
caenorhabditis_briggsae	WBGene00023628	WBGene00051097	1		0
caenorhabditis_briggsae	WBGene00023629	WBGene00084927	1		0
caenorhabditis_briggsae	WBGene00023630	WBGene00074319	1		0
caenorhabditis_briggsae	WBGene00023631				0
caenorhabditis_briggsae	WBGene00023632				0
caenorhabditis_briggsae	WBGene00023633	WBGene00051092	1		0
caenorhabditis_briggsae	WBGene00023634	WBGene00051091	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00063350	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00079414	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00083188	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00079066	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00078617	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00072373	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00249824	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00065810	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00065806	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00065807	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00060657	1		0
caenorhabditis_briggsae	WBGene00023635	WBGene00082117	1		0
caenorhabditis_briggsae	WBGene00023636	WBGene00051090	1		0
caenorhabditis_briggsae	WBGene00023637				0
caenorhabditis_briggsae	WBGene00023638	WBGene00051089	0		0
caenorhabditis_briggsae	WBGene00023639	WBGene00051088	1		0
caenorhabditis_briggsae	WBGene00023640	WBGene00086046	1		0
caenorhabditis_briggsae	WBGene00023640	WBGene00059683	1		0
caenorhabditis_briggsae	WBGene00023640	WBGene00059684	1		0
caenorhabditis_briggsae	WBGene00023640	WBGene00059667	1		0
caenorhabditis_briggsae	WBGene00023640	WBGene00070740	1		0
caenorhabditis_briggsae	WBGene00023641	WBGene00051087	1		0
caenorhabditis_briggsae	WBGene00023642	WBGene00051086	0		0
caenorhabditis_briggsae	WBGene00023643				0
caenorhabditis_briggsae	WBGene00023644	WBGene00084920	1		0
caenorhabditis_briggsae	WBGene00023645	WBGene00051084	1		0
caenorhabditis_briggsae	WBGene00023646	WBGene00051083	1		0
caenorhabditis_briggsae	WBGene00023647	WBGene00051081	1		0
caenorhabditis_briggsae	WBGene00023647	WBGene00051082	1		0
caenorhabditis_briggsae	WBGene00023648				0
caenorhabditis_briggsae	WBGene00023649				0
caenorhabditis_briggsae	WBGene00023650	WBGene00051078	1		0
caenorhabditis_briggsae	WBGene00023651	WBGene00066139	1		0
caenorhabditis_briggsae	WBGene00023652	WBGene00051314	1		0
caenorhabditis_briggsae	WBGene00023652	WBGene00071511	1		0
caenorhabditis_briggsae	WBGene00023653				0
caenorhabditis_briggsae	WBGene00023654				0
caenorhabditis_briggsae	WBGene00023655	WBGene00081678	0		0
caenorhabditis_briggsae	WBGene00023655	WBGene00075654	0		0
caenorhabditis_briggsae	WBGene00023655	WBGene00085384	0		0
caenorhabditis_briggsae	WBGene00023655	WBGene00064499	0		0
caenorhabditis_briggsae	WBGene00023655	WBGene00073318	0		0
caenorhabditis_briggsae	WBGene00023655	WBGene00086466	0		0
caenorhabditis_briggsae	WBGene00023656				0
caenorhabditis_briggsae	WBGene00023657	WBGene00051074	1		0
caenorhabditis_briggsae	WBGene00023658	WBGene00052757	1		0
caenorhabditis_briggsae	WBGene00023659	WBGene00051073	1		0
caenorhabditis_briggsae	WBGene00023660				0
caenorhabditis_briggsae	WBGene00023661				0
caenorhabditis_briggsae	WBGene00023662	WBGene00051071	0		0
caenorhabditis_briggsae	WBGene00023663	WBGene00051069	1		0
caenorhabditis_briggsae	WBGene00023664	WBGene00051068	1		0
caenorhabditis_briggsae	WBGene00023665	WBGene00051067	0		0
caenorhabditis_briggsae	WBGene00023666	WBGene00051066	0		0
caenorhabditis_briggsae	WBGene00023667	WBGene00051065	1		0
caenorhabditis_briggsae	WBGene00023668				0
caenorhabditis_briggsae	WBGene00023669				0
caenorhabditis_briggsae	WBGene00023670				0
caenorhabditis_briggsae	WBGene00023671	WBGene00051063	0		0
caenorhabditis_briggsae	WBGene00023672	WBGene00051062	1		0
caenorhabditis_briggsae	WBGene00023673	WBGene00051061	1		0
caenorhabditis_briggsae	WBGene00023674				0
caenorhabditis_briggsae	WBGene00023675				0
caenorhabditis_briggsae	WBGene00023676	WBGene00051060	1		0
caenorhabditis_briggsae	WBGene00023677	WBGene00051058	1		0
caenorhabditis_briggsae	WBGene00023678	WBGene00051057	1		0
caenorhabditis_briggsae	WBGene00023679	WBGene00051056	1		0
caenorhabditis_briggsae	WBGene00023680				0
caenorhabditis_briggsae	WBGene00023681	WBGene00051055	0		0
caenorhabditis_briggsae	WBGene00023682				0
caenorhabditis_briggsae	WBGene00023683	WBGene00051054	1		0
caenorhabditis_briggsae	WBGene00023684	WBGene00051053	1		0
caenorhabditis_briggsae	WBGene00023685	WBGene00051052	1		0
caenorhabditis_briggsae	WBGene00023686	WBGene00051049	1		0
caenorhabditis_briggsae	WBGene00023687	WBGene00051048	1		0
caenorhabditis_briggsae	WBGene00023688	WBGene00051047	1		0
caenorhabditis_briggsae	WBGene00023689	WBGene00051046	1		0
caenorhabditis_briggsae	WBGene00023690	WBGene00051043	1		0
caenorhabditis_briggsae	WBGene00023691	WBGene00051042	1		0
caenorhabditis_briggsae	WBGene00023692	WBGene00051041	1		0
caenorhabditis_briggsae	WBGene00023693				0
caenorhabditis_briggsae	WBGene00023694				0
caenorhabditis_briggsae	WBGene00023695	WBGene00086365	1		0
caenorhabditis_briggsae	WBGene00023696				0
caenorhabditis_briggsae	WBGene00023697	WBGene00078109	1		0
caenorhabditis_briggsae	WBGene00023697	WBGene00085980	1		0
caenorhabditis_briggsae	WBGene00023697	WBGene00085979	1		0
caenorhabditis_briggsae	WBGene00023698	WBGene00065449	1		0
caenorhabditis_briggsae	WBGene00023699	WBGene00065448	1		0
caenorhabditis_briggsae	WBGene00023700				0
caenorhabditis_briggsae	WBGene00023701	WBGene00065444	1		0
caenorhabditis_briggsae	WBGene00023702	WBGene00065425	1		0
caenorhabditis_briggsae	WBGene00023703	WBGene00065440	1		0
caenorhabditis_briggsae	WBGene00023704	WBGene00065441	1		0
caenorhabditis_briggsae	WBGene00023705	WBGene00065442	1		0
caenorhabditis_briggsae	WBGene00023706	WBGene00065442	1		0
caenorhabditis_briggsae	WBGene00023707				0
caenorhabditis_briggsae	WBGene00023708				0
caenorhabditis_briggsae	WBGene00023709				0
caenorhabditis_briggsae	WBGene00023710	WBGene00065426	0		0
caenorhabditis_briggsae	WBGene00023711	WBGene00065427	1		0
caenorhabditis_briggsae	WBGene00023712	WBGene00065428	1		0
caenorhabditis_briggsae	WBGene00023713	WBGene00065430	1		0
caenorhabditis_briggsae	WBGene00023713	WBGene00071849	1		0
caenorhabditis_briggsae	WBGene00023714	WBGene00065431	1		0
caenorhabditis_briggsae	WBGene00023714	WBGene00071848	1		0
caenorhabditis_briggsae	WBGene00023715	WBGene00065434	1		0
caenorhabditis_briggsae	WBGene00023716	WBGene00065433	0		0
caenorhabditis_briggsae	WBGene00023718	WBGene00065435	0		0
caenorhabditis_briggsae	WBGene00023719				0
caenorhabditis_briggsae	WBGene00023720	WBGene00065437	1		0
caenorhabditis_briggsae	WBGene00023721				0
caenorhabditis_briggsae	WBGene00023722				0
caenorhabditis_briggsae	WBGene00023723				0
caenorhabditis_briggsae	WBGene00023724				0
caenorhabditis_briggsae	WBGene00023725				0
caenorhabditis_briggsae	WBGene00023726				0
caenorhabditis_briggsae	WBGene00023727	WBGene00065424	1		0
caenorhabditis_briggsae	WBGene00023728				0
caenorhabditis_briggsae	WBGene00023729	WBGene00065445	0		0
caenorhabditis_briggsae	WBGene00023729	WBGene00077398	0		0
caenorhabditis_briggsae	WBGene00023730				0
caenorhabditis_briggsae	WBGene00023731	WBGene00061304	1		0
caenorhabditis_briggsae	WBGene00023733	WBGene00061307	1		0
caenorhabditis_briggsae	WBGene00023733	WBGene00061305	1		0
caenorhabditis_briggsae	WBGene00023733	WBGene00067492	1		0
caenorhabditis_briggsae	WBGene00023733	WBGene00079786	1		0
caenorhabditis_briggsae	WBGene00023734	WBGene00061311	1		0
caenorhabditis_briggsae	WBGene00023735	WBGene00061312	1		0
caenorhabditis_briggsae	WBGene00023737				0
caenorhabditis_briggsae	WBGene00023738	WBGene00061326	1		0
caenorhabditis_briggsae	WBGene00023739	WBGene00084309	1		0
caenorhabditis_briggsae	WBGene00023740	WBGene00061327	0		0
caenorhabditis_briggsae	WBGene00023741	WBGene00061329	1		0
caenorhabditis_briggsae	WBGene00023742				0
caenorhabditis_briggsae	WBGene00023743				0
caenorhabditis_briggsae	WBGene00023744	WBGene00061333	0		0
caenorhabditis_briggsae	WBGene00023745	WBGene00083326	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00081279	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00080066	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00086068	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00064276	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00079679	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00068526	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00072635	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00075569	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00083067	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00083900	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00068527	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00061310	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00068521	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00075507	1		0
caenorhabditis_briggsae	WBGene00023745	WBGene00070142	1		0
caenorhabditis_briggsae	WBGene00023746	WBGene00069374	1		0
caenorhabditis_briggsae	WBGene00023746	WBGene00054422	1		0
caenorhabditis_briggsae	WBGene00023746	WBGene00054459	1		0
caenorhabditis_briggsae	WBGene00023747	WBGene00081306	1		0
caenorhabditis_briggsae	WBGene00023747	WBGene00074838	1		0
caenorhabditis_briggsae	WBGene00023747	WBGene00072145	1		0
caenorhabditis_briggsae	WBGene00023747	WBGene00068513	1		0
caenorhabditis_briggsae	WBGene00023747	WBGene00072746	1		0
caenorhabditis_briggsae	WBGene00023748	WBGene00061338	1		0
caenorhabditis_briggsae	WBGene00023749	WBGene00061340	1		0
caenorhabditis_briggsae	WBGene00023749	WBGene00073543	1		0
caenorhabditis_briggsae	WBGene00023750	WBGene00061343	1		0
caenorhabditis_briggsae	WBGene00023750	WBGene00073596	1		0
caenorhabditis_briggsae	WBGene00023751	WBGene00061351	1		0
caenorhabditis_briggsae	WBGene00023751	WBGene00061344	1		0
caenorhabditis_briggsae	WBGene00023751	WBGene00061345	1		0
caenorhabditis_briggsae	WBGene00023752	WBGene00061355	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00082742	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00061360	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00073732	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00061356	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00060744	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00059102	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00061359	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00061357	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00060742	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00068928	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00061362	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00061366	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00061361	1		0
caenorhabditis_briggsae	WBGene00023753	WBGene00061358	1		0
caenorhabditis_briggsae	WBGene00023755	WBGene00061363	1		0
caenorhabditis_briggsae	WBGene00023756	WBGene00061367	1		0
caenorhabditis_briggsae	WBGene00023757	WBGene00061368	1		0
caenorhabditis_briggsae	WBGene00023758	WBGene00061369	1		0
caenorhabditis_briggsae	WBGene00023759	WBGene00061372	1		0
caenorhabditis_briggsae	WBGene00023760	WBGene00061373	1		0
caenorhabditis_briggsae	WBGene00023761	WBGene00061378	1		0
caenorhabditis_briggsae	WBGene00023762	WBGene00061382	1		0
caenorhabditis_briggsae	WBGene00023762	WBGene00061380	1		0
caenorhabditis_briggsae	WBGene00023763	WBGene00061381	1		0
caenorhabditis_briggsae	WBGene00023763	WBGene00061383	1		0
caenorhabditis_briggsae	WBGene00023764	WBGene00061385	1		0
caenorhabditis_briggsae	WBGene00023765	WBGene00061386	1		0
caenorhabditis_briggsae	WBGene00023767	WBGene00061384	1		0
caenorhabditis_briggsae	WBGene00023767	WBGene00061388	1		0
caenorhabditis_briggsae	WBGene00023769	WBGene00061389	1		0
caenorhabditis_briggsae	WBGene00023770	WBGene00057152	0		0
caenorhabditis_briggsae	WBGene00023771	WBGene00061390	1		0
caenorhabditis_briggsae	WBGene00023772	WBGene00061391	0		0
caenorhabditis_briggsae	WBGene00023773	WBGene00067771	1		0
caenorhabditis_briggsae	WBGene00023773	WBGene00067772	1		0
caenorhabditis_briggsae	WBGene00023773	WBGene00083781	1		0
caenorhabditis_briggsae	WBGene00023774	WBGene00072677	1		0
caenorhabditis_briggsae	WBGene00023775	WBGene00067827	1		0
caenorhabditis_briggsae	WBGene00023776	WBGene00067826	1		0
caenorhabditis_briggsae	WBGene00023777	WBGene00069530	0		0
caenorhabditis_briggsae	WBGene00023778	WBGene00069531	1		0
caenorhabditis_briggsae	WBGene00023778	WBGene00063354	1		0
caenorhabditis_briggsae	WBGene00023779	WBGene00083804	1		0
caenorhabditis_briggsae	WBGene00023779	WBGene00069533	1		0
caenorhabditis_briggsae	WBGene00023780				0
caenorhabditis_briggsae	WBGene00023781	WBGene00083804	1		0
caenorhabditis_briggsae	WBGene00023781	WBGene00069533	1		0
caenorhabditis_briggsae	WBGene00023782	WBGene00069534	0		0
caenorhabditis_briggsae	WBGene00023783	WBGene00069535	0		0
caenorhabditis_briggsae	WBGene00023784	WBGene00073353	1		0
caenorhabditis_briggsae	WBGene00023784	WBGene00074309	1		0
caenorhabditis_briggsae	WBGene00023784	WBGene00082739	1		0
caenorhabditis_briggsae	WBGene00023784	WBGene00061299	1		0
caenorhabditis_briggsae	WBGene00023784	WBGene00073479	1		0
caenorhabditis_briggsae	WBGene00023784	WBGene00074310	1		0
caenorhabditis_briggsae	WBGene00023785	WBGene00067791	1		0
caenorhabditis_briggsae	WBGene00023786	WBGene00067790	1		0
caenorhabditis_briggsae	WBGene00023787	WBGene00067789	1		0
caenorhabditis_briggsae	WBGene00023788	WBGene00067788	1		0
caenorhabditis_briggsae	WBGene00023790	WBGene00067786	0		0
caenorhabditis_briggsae	WBGene00023791	WBGene00067785	1		0
caenorhabditis_briggsae	WBGene00023792	WBGene00067784	1		0
caenorhabditis_briggsae	WBGene00023793	WBGene00067783	1		0
caenorhabditis_briggsae	WBGene00023794	WBGene00067782	1		0
caenorhabditis_briggsae	WBGene00023795	WBGene00067781	1		0
caenorhabditis_briggsae	WBGene00023796	WBGene00067780	1		0
caenorhabditis_briggsae	WBGene00023797	WBGene00067779	1		0
caenorhabditis_briggsae	WBGene00023798	WBGene00067778	1		0
caenorhabditis_briggsae	WBGene00023799	WBGene00067777	1		0
caenorhabditis_briggsae	WBGene00023800	WBGene00067776	1		0
caenorhabditis_briggsae	WBGene00023801	WBGene00067775	1		0
caenorhabditis_briggsae	WBGene00023802	WBGene00083776	1		0
caenorhabditis_briggsae	WBGene00023803	WBGene00067774	1		0
caenorhabditis_briggsae	WBGene00023804	WBGene00067773	0		0
caenorhabditis_briggsae	WBGene00023805	WBGene00069538	1		0
caenorhabditis_briggsae	WBGene00023806	WBGene00069539	1		0
caenorhabditis_briggsae	WBGene00023807	WBGene00069540	1		0
caenorhabditis_briggsae	WBGene00023808	WBGene00069541	1		0
caenorhabditis_briggsae	WBGene00023809	WBGene00069542	1		0
caenorhabditis_briggsae	WBGene00023810	WBGene00069543	1		0
caenorhabditis_briggsae	WBGene00023811	WBGene00069544	1		0
caenorhabditis_briggsae	WBGene00023812	WBGene00069545	1		0
caenorhabditis_briggsae	WBGene00023813	WBGene00069546	1		0
caenorhabditis_briggsae	WBGene00023814	WBGene00069547	1		0
caenorhabditis_briggsae	WBGene00023815	WBGene00069562	1		0
caenorhabditis_briggsae	WBGene00023816	WBGene00069563	1		0
caenorhabditis_briggsae	WBGene00023817	WBGene00069564	1		0
caenorhabditis_briggsae	WBGene00023818	WBGene00069565	1		0
caenorhabditis_briggsae	WBGene00023819	WBGene00069566	1		0
caenorhabditis_briggsae	WBGene00023820	WBGene00069567	1		0
caenorhabditis_briggsae	WBGene00023821	WBGene00069561	1		0
caenorhabditis_briggsae	WBGene00023822	WBGene00069559	1		0
caenorhabditis_briggsae	WBGene00023823	WBGene00069558	1		0
caenorhabditis_briggsae	WBGene00023824	WBGene00069557	1		0
caenorhabditis_briggsae	WBGene00023825	WBGene00069556	1		0
caenorhabditis_briggsae	WBGene00023826	WBGene00069555	1		0
caenorhabditis_briggsae	WBGene00023827	WBGene00069554	1		0
caenorhabditis_briggsae	WBGene00023828	WBGene00067823	1		0
caenorhabditis_briggsae	WBGene00023829	WBGene00069552	0		0
caenorhabditis_briggsae	WBGene00023829	WBGene00064522	0		0
caenorhabditis_briggsae	WBGene00023830	WBGene00064521	1		0
caenorhabditis_briggsae	WBGene00023830	WBGene00069551	1		0
caenorhabditis_briggsae	WBGene00023831	WBGene00069568	0		0
caenorhabditis_briggsae	WBGene00023832				0
caenorhabditis_briggsae	WBGene00023833	WBGene00067793	1		0
caenorhabditis_briggsae	WBGene00023834	WBGene00067797	1		0
caenorhabditis_briggsae	WBGene00023835	WBGene00067799	1		0
caenorhabditis_briggsae	WBGene00023836	WBGene00067805	1		0
caenorhabditis_briggsae	WBGene00023837	WBGene00067806	1		0
caenorhabditis_briggsae	WBGene00023838	WBGene00083458	1		0
caenorhabditis_briggsae	WBGene00023838	WBGene00056261	1		0
caenorhabditis_briggsae	WBGene00023839	WBGene00067807	1		0
caenorhabditis_briggsae	WBGene00023840	WBGene00067814	1		0
caenorhabditis_briggsae	WBGene00023841	WBGene00067815	1		0
caenorhabditis_briggsae	WBGene00023842	WBGene00067816	1		0
caenorhabditis_briggsae	WBGene00023843	WBGene00083799	1		0
caenorhabditis_briggsae	WBGene00023843	WBGene00067817	1		0
caenorhabditis_briggsae	WBGene00023844				0
caenorhabditis_briggsae	WBGene00023845	WBGene00063435	1		0
caenorhabditis_briggsae	WBGene00023846	WBGene00085044	1		0
caenorhabditis_briggsae	WBGene00023847	WBGene00065348	1		0
caenorhabditis_briggsae	WBGene00023848	WBGene00065347	1		0
caenorhabditis_briggsae	WBGene00023849	WBGene00065345	1		0
caenorhabditis_briggsae	WBGene00023850	WBGene00081779	1		0
caenorhabditis_briggsae	WBGene00023851	WBGene00055330	1		0
caenorhabditis_briggsae	WBGene00023852	WBGene00078016	1		0
caenorhabditis_briggsae	WBGene00023852	WBGene00055332	1		0
caenorhabditis_briggsae	WBGene00023853	WBGene00055333	0		0
caenorhabditis_briggsae	WBGene00023854	WBGene00055338	1		0
