Genome project	Gene stable ID	Caenorhabditis remanei [WS251] gene stable ID	Homology type
caenorhabditis_elegans	WBGene00000073	WBGene00052406	ortholog_one2one
caenorhabditis_elegans	WBGene00000074	WBGene00065291	ortholog_one2one
caenorhabditis_elegans	WBGene00000075	WBGene00051257	ortholog_one2one
caenorhabditis_elegans	WBGene00000079	WBGene00065454	ortholog_one2many
caenorhabditis_elegans	WBGene00000080	WBGene00072430	ortholog_one2one
caenorhabditis_elegans	WBGene00000081	WBGene00065376	ortholog_one2one
caenorhabditis_elegans	WBGene00000082	WBGene00051154	ortholog_one2one
caenorhabditis_elegans	WBGene00000083	WBGene00051296	ortholog_one2one
caenorhabditis_elegans	WBGene00000084	WBGene00070062	ortholog_one2one
caenorhabditis_elegans	WBGene00000085	WBGene00059777	ortholog_one2one
caenorhabditis_elegans	WBGene00000086	WBGene00060240	ortholog_one2one
caenorhabditis_elegans	WBGene00000088	WBGene00060890	ortholog_one2one
caenorhabditis_elegans	WBGene00000089	WBGene00061205	ortholog_one2one
caenorhabditis_elegans	WBGene00000090	WBGene00053588	ortholog_one2one
caenorhabditis_elegans	WBGene00000092	WBGene00051700	ortholog_one2one
caenorhabditis_elegans	WBGene00000093	WBGene00062761	ortholog_one2one
caenorhabditis_elegans	WBGene00000094	WBGene00057388	ortholog_one2one
caenorhabditis_elegans	WBGene00000095	WBGene00062432	ortholog_one2one
caenorhabditis_elegans	WBGene00000096	WBGene00085835	ortholog_one2one
caenorhabditis_elegans	WBGene00000097	WBGene00052952	ortholog_one2one
caenorhabditis_elegans	WBGene00000098	WBGene00053032	ortholog_one2one
caenorhabditis_elegans	WBGene00000099	WBGene00066584	ortholog_one2one
caenorhabditis_elegans	WBGene00000100	WBGene00051090	ortholog_one2one
caenorhabditis_elegans	WBGene00000101	WBGene00054361	ortholog_one2one
caenorhabditis_elegans	WBGene00000102	WBGene00059103	ortholog_one2one
caenorhabditis_elegans	WBGene00000103		
caenorhabditis_elegans	WBGene00000105	WBGene00065320	ortholog_one2one
caenorhabditis_elegans	WBGene00000106		
caenorhabditis_elegans	WBGene00000107	WBGene00061855	ortholog_one2one
caenorhabditis_elegans	WBGene00000108		
caenorhabditis_elegans	WBGene00000109	WBGene00062509	ortholog_one2many
caenorhabditis_elegans	WBGene00000109	WBGene00074590	ortholog_one2many
caenorhabditis_elegans	WBGene00000110	WBGene00052154	ortholog_one2one
caenorhabditis_elegans	WBGene00000111		
caenorhabditis_elegans	WBGene00000112	WBGene00064624	ortholog_one2one
caenorhabditis_elegans	WBGene00000113	WBGene00057606	ortholog_one2one
caenorhabditis_elegans	WBGene00000114	WBGene00053342	ortholog_one2one
caenorhabditis_elegans	WBGene00000115	WBGene00055573	ortholog_one2one
caenorhabditis_elegans	WBGene00000116	WBGene00051376	ortholog_one2one
caenorhabditis_elegans	WBGene00000117	WBGene00064864	ortholog_one2one
caenorhabditis_elegans	WBGene00000118	WBGene00066748	ortholog_one2one
caenorhabditis_elegans	WBGene00000120	WBGene00063902	ortholog_one2many
caenorhabditis_elegans	WBGene00000120	WBGene00080514	ortholog_one2many
caenorhabditis_elegans	WBGene00000120	WBGene00073663	ortholog_one2many
caenorhabditis_elegans	WBGene00000120	WBGene00080277	ortholog_one2many
caenorhabditis_elegans	WBGene00000120	WBGene00082926	ortholog_one2many
caenorhabditis_elegans	WBGene00000121	WBGene00063905	ortholog_one2many
caenorhabditis_elegans	WBGene00000121	WBGene00073872	ortholog_one2many
caenorhabditis_elegans	WBGene00000122	WBGene00066295	ortholog_one2many
caenorhabditis_elegans	WBGene00000122	WBGene00075068	ortholog_one2many
caenorhabditis_elegans	WBGene00000123	WBGene00072934	ortholog_one2one
caenorhabditis_elegans	WBGene00000133	WBGene00051813	ortholog_one2one
caenorhabditis_elegans	WBGene00000134	WBGene00076225	ortholog_one2many
caenorhabditis_elegans	WBGene00000134	WBGene00074499	ortholog_one2many
caenorhabditis_elegans	WBGene00000134	WBGene00062709	ortholog_one2many
caenorhabditis_elegans	WBGene00000134	WBGene00080635	ortholog_one2many
caenorhabditis_elegans	WBGene00000135	WBGene00053867	ortholog_one2one
caenorhabditis_elegans	WBGene00000136	WBGene00077849	ortholog_one2one
caenorhabditis_elegans	WBGene00000137	WBGene00081647	ortholog_one2one
caenorhabditis_elegans	WBGene00000138	WBGene00061253	ortholog_one2one
caenorhabditis_elegans	WBGene00000139	WBGene00063571	ortholog_one2one
caenorhabditis_elegans	WBGene00000140	WBGene00062402	ortholog_one2one
caenorhabditis_elegans	WBGene00000142	WBGene00059056	ortholog_one2one
caenorhabditis_elegans	WBGene00000143	WBGene00061835	ortholog_one2one
caenorhabditis_elegans	WBGene00000144	WBGene00065072	ortholog_one2one
caenorhabditis_elegans	WBGene00000145	WBGene00061746	ortholog_one2one
caenorhabditis_elegans	WBGene00000146	WBGene00052333	ortholog_one2one
caenorhabditis_elegans	WBGene00000147	WBGene00060926	ortholog_one2one
caenorhabditis_elegans	WBGene00000148	WBGene00059840	ortholog_one2one
caenorhabditis_elegans	WBGene00000149	WBGene00051732	ortholog_one2one
caenorhabditis_elegans	WBGene00000150	WBGene00060042	ortholog_one2one
caenorhabditis_elegans	WBGene00000151		
caenorhabditis_elegans	WBGene00000155	WBGene00074186	ortholog_one2many
caenorhabditis_elegans	WBGene00000155	WBGene00073512	ortholog_one2many
caenorhabditis_elegans	WBGene00000156	WBGene00070008	ortholog_one2one
caenorhabditis_elegans	WBGene00000157	WBGene00051833	ortholog_one2one
caenorhabditis_elegans	WBGene00000158	WBGene00060867	ortholog_one2one
caenorhabditis_elegans	WBGene00000159	WBGene00058831	ortholog_one2one
caenorhabditis_elegans	WBGene00000160		
caenorhabditis_elegans	WBGene00000161	WBGene00077324	ortholog_one2one
caenorhabditis_elegans	WBGene00000162	WBGene00071761	ortholog_one2many
caenorhabditis_elegans	WBGene00000162	WBGene00067410	ortholog_one2many
caenorhabditis_elegans	WBGene00000163	WBGene00071320	ortholog_one2one
caenorhabditis_elegans	WBGene00000164	WBGene00060198	ortholog_one2one
caenorhabditis_elegans	WBGene00000165	WBGene00056320	ortholog_one2one
caenorhabditis_elegans	WBGene00000166	WBGene00058354	ortholog_one2one
caenorhabditis_elegans	WBGene00000168	WBGene00057869	ortholog_one2many
caenorhabditis_elegans	WBGene00000169	WBGene00054302	ortholog_one2one
caenorhabditis_elegans	WBGene00000170	WBGene00062275	ortholog_one2one
caenorhabditis_elegans	WBGene00000171	WBGene00074735	ortholog_one2many
caenorhabditis_elegans	WBGene00000171	WBGene00062497	ortholog_one2many
caenorhabditis_elegans	WBGene00000172	WBGene00062868	ortholog_one2one
caenorhabditis_elegans	WBGene00000173	WBGene00065060	ortholog_one2one
caenorhabditis_elegans	WBGene00000174	WBGene00065022	ortholog_one2one
caenorhabditis_elegans	WBGene00000175	WBGene00052060	ortholog_one2one
caenorhabditis_elegans	WBGene00000176	WBGene00051794	ortholog_one2one
caenorhabditis_elegans	WBGene00000177	WBGene00080004	ortholog_one2one
caenorhabditis_elegans	WBGene00000178	WBGene00067230	ortholog_one2one
caenorhabditis_elegans	WBGene00000179	WBGene00072651	ortholog_one2one
caenorhabditis_elegans	WBGene00000180	WBGene00067264	ortholog_one2one
caenorhabditis_elegans	WBGene00000181	WBGene00062537	ortholog_one2one
caenorhabditis_elegans	WBGene00000182	WBGene00055607	ortholog_one2one
caenorhabditis_elegans	WBGene00000183	WBGene00059390	ortholog_one2many
caenorhabditis_elegans	WBGene00000183	WBGene00074034	ortholog_one2many
caenorhabditis_elegans	WBGene00000184	WBGene00061329	ortholog_one2one
caenorhabditis_elegans	WBGene00000185	WBGene00057869	ortholog_one2many
caenorhabditis_elegans	WBGene00000186	WBGene00064570	ortholog_one2one
caenorhabditis_elegans	WBGene00000187	WBGene00053933	ortholog_one2one
caenorhabditis_elegans	WBGene00000188		
caenorhabditis_elegans	WBGene00000189	WBGene00055011	ortholog_one2one
caenorhabditis_elegans	WBGene00000190	WBGene00062463	ortholog_one2one
caenorhabditis_elegans	WBGene00000192	WBGene00071675	ortholog_one2one
caenorhabditis_elegans	WBGene00000193	WBGene00061700	ortholog_one2one
caenorhabditis_elegans	WBGene00000195	WBGene00060199	ortholog_one2one
caenorhabditis_elegans	WBGene00000196	WBGene00053571	ortholog_one2one
caenorhabditis_elegans	WBGene00000197	WBGene00062366	ortholog_one2one
caenorhabditis_elegans	WBGene00000198	WBGene00054224	ortholog_one2one
caenorhabditis_elegans	WBGene00000199	WBGene00057132	ortholog_one2one
caenorhabditis_elegans	WBGene00000200	WBGene00059134	ortholog_one2one
caenorhabditis_elegans	WBGene00000201	WBGene00083514	ortholog_one2one
caenorhabditis_elegans	WBGene00000202	WBGene00064880	ortholog_one2many
caenorhabditis_elegans	WBGene00000202	WBGene00085033	ortholog_one2many
caenorhabditis_elegans	WBGene00000202	WBGene00083974	ortholog_one2many
caenorhabditis_elegans	WBGene00000203	WBGene00055308	ortholog_one2one
caenorhabditis_elegans	WBGene00000204	WBGene00061677	ortholog_one2one
caenorhabditis_elegans	WBGene00000205	WBGene00057109	ortholog_one2one
caenorhabditis_elegans	WBGene00000206	WBGene00061745	ortholog_one2one
caenorhabditis_elegans	WBGene00000207	WBGene00051829	ortholog_one2one
caenorhabditis_elegans	WBGene00000208	WBGene00054479	ortholog_one2one
caenorhabditis_elegans	WBGene00000209	WBGene00060029	ortholog_one2one
caenorhabditis_elegans	WBGene00000210	WBGene00051425	ortholog_one2one
caenorhabditis_elegans	WBGene00000211	WBGene00054208	ortholog_one2many
caenorhabditis_elegans	WBGene00000211	WBGene00054205	ortholog_one2many
caenorhabditis_elegans	WBGene00000212	WBGene00058305	ortholog_one2one
caenorhabditis_elegans	WBGene00000213	WBGene00059486	ortholog_one2one
caenorhabditis_elegans	WBGene00000214	WBGene00063407	ortholog_one2one
caenorhabditis_elegans	WBGene00000215		
caenorhabditis_elegans	WBGene00000216	WBGene00051436	ortholog_one2one
caenorhabditis_elegans	WBGene00000217	WBGene00058758	ortholog_one2one
caenorhabditis_elegans	WBGene00000218	WBGene00053048	ortholog_one2one
caenorhabditis_elegans	WBGene00000219	WBGene00053047	ortholog_one2one
caenorhabditis_elegans	WBGene00000220	WBGene00053325	ortholog_one2one
caenorhabditis_elegans	WBGene00000221	WBGene00058559	ortholog_one2one
caenorhabditis_elegans	WBGene00000222	WBGene00051138	ortholog_one2one
caenorhabditis_elegans	WBGene00000223	WBGene00061768	ortholog_one2one
caenorhabditis_elegans	WBGene00000224	WBGene00067807	ortholog_one2many
caenorhabditis_elegans	WBGene00000224	WBGene00061500	ortholog_one2many
caenorhabditis_elegans	WBGene00000224	WBGene00083795	ortholog_one2many
caenorhabditis_elegans	WBGene00000225	WBGene00062218	ortholog_one2one
caenorhabditis_elegans	WBGene00000226		
caenorhabditis_elegans	WBGene00000227	WBGene00070501	ortholog_one2one
caenorhabditis_elegans	WBGene00000228	WBGene00052545	ortholog_one2one
caenorhabditis_elegans	WBGene00000229	WBGene00069185	ortholog_one2one
caenorhabditis_elegans	WBGene00000230	WBGene00060059	ortholog_one2one
caenorhabditis_elegans	WBGene00000231	WBGene00055762	ortholog_one2one
caenorhabditis_elegans	WBGene00000232		
caenorhabditis_elegans	WBGene00000233	WBGene00052811	ortholog_one2many
caenorhabditis_elegans	WBGene00000235	WBGene00055096	ortholog_one2one
caenorhabditis_elegans	WBGene00000236	WBGene00066728	ortholog_one2one
caenorhabditis_elegans	WBGene00000237	WBGene00057118	ortholog_one2one
caenorhabditis_elegans	WBGene00000238	WBGene00051372	ortholog_one2one
caenorhabditis_elegans	WBGene00000239	WBGene00055636	ortholog_one2one
caenorhabditis_elegans	WBGene00000240	WBGene00053308	ortholog_one2one
caenorhabditis_elegans	WBGene00000241	WBGene00060871	ortholog_one2one
caenorhabditis_elegans	WBGene00000242	WBGene00075971	ortholog_one2many
caenorhabditis_elegans	WBGene00000242	WBGene00059374	ortholog_one2many
caenorhabditis_elegans	WBGene00000244	WBGene00052221	ortholog_one2one
caenorhabditis_elegans	WBGene00000245	WBGene00051552	ortholog_one2one
caenorhabditis_elegans	WBGene00000246	WBGene00062523	ortholog_one2one
caenorhabditis_elegans	WBGene00000247	WBGene00063970	ortholog_one2many
caenorhabditis_elegans	WBGene00000247	WBGene00074784	ortholog_one2many
caenorhabditis_elegans	WBGene00000248	WBGene00054827	ortholog_one2one
caenorhabditis_elegans	WBGene00000249	WBGene00052327	ortholog_one2many
caenorhabditis_elegans	WBGene00000249	WBGene00082406	ortholog_one2many
caenorhabditis_elegans	WBGene00000249	WBGene00082404	ortholog_one2many
caenorhabditis_elegans	WBGene00000250	WBGene00052825	ortholog_one2one
caenorhabditis_elegans	WBGene00000251	WBGene00053442	ortholog_one2one
caenorhabditis_elegans	WBGene00000252	WBGene00057317	ortholog_one2one
caenorhabditis_elegans	WBGene00000253	WBGene00070507	ortholog_one2one
caenorhabditis_elegans	WBGene00000254	WBGene00064328	ortholog_one2one
caenorhabditis_elegans	WBGene00000255	WBGene00061931	ortholog_one2one
caenorhabditis_elegans	WBGene00000256	WBGene00074512	ortholog_one2many
caenorhabditis_elegans	WBGene00000256	WBGene00066113	ortholog_one2many
caenorhabditis_elegans	WBGene00000257	WBGene00054082	ortholog_one2one
caenorhabditis_elegans	WBGene00000259	WBGene00054041	ortholog_one2one
caenorhabditis_elegans	WBGene00000262	WBGene00065281	ortholog_one2one
caenorhabditis_elegans	WBGene00000263	WBGene00064886	ortholog_one2one
caenorhabditis_elegans	WBGene00000264	WBGene00061565	ortholog_one2many
caenorhabditis_elegans	WBGene00000265	WBGene00061644	ortholog_one2one
caenorhabditis_elegans	WBGene00000266	WBGene00080122	ortholog_one2many
caenorhabditis_elegans	WBGene00000266	WBGene00084107	ortholog_one2many
caenorhabditis_elegans	WBGene00000266	WBGene00063875	ortholog_one2many
caenorhabditis_elegans	WBGene00000267	WBGene00061845	ortholog_one2one
caenorhabditis_elegans	WBGene00000268	WBGene00055094	ortholog_one2one
caenorhabditis_elegans	WBGene00000269	WBGene00060484	ortholog_one2one
caenorhabditis_elegans	WBGene00000270	WBGene00066316	ortholog_one2one
caenorhabditis_elegans	WBGene00000271	WBGene00054314	ortholog_one2one
caenorhabditis_elegans	WBGene00000272	WBGene00071037	ortholog_one2one
caenorhabditis_elegans	WBGene00000273	WBGene00062987	ortholog_one2one
caenorhabditis_elegans	WBGene00000274	WBGene00053636	ortholog_one2one
caenorhabditis_elegans	WBGene00000275	WBGene00071833	ortholog_one2one
caenorhabditis_elegans	WBGene00000276	WBGene00061635	ortholog_one2one
caenorhabditis_elegans	WBGene00000277	WBGene00063272	ortholog_one2one
caenorhabditis_elegans	WBGene00000279	WBGene00061858	ortholog_one2one
caenorhabditis_elegans	WBGene00000280	WBGene00054363	ortholog_one2one
caenorhabditis_elegans	WBGene00000281	WBGene00063236	ortholog_one2one
caenorhabditis_elegans	WBGene00000282	WBGene00065269	ortholog_one2one
caenorhabditis_elegans	WBGene00000283	WBGene00051394	ortholog_one2one
caenorhabditis_elegans	WBGene00000284	WBGene00056490	ortholog_one2one
caenorhabditis_elegans	WBGene00000285	WBGene00052559	ortholog_one2one
caenorhabditis_elegans	WBGene00000286	WBGene00053266	ortholog_one2one
caenorhabditis_elegans	WBGene00000287	WBGene00068395	ortholog_one2one
caenorhabditis_elegans	WBGene00000288	WBGene00059184	ortholog_one2many
caenorhabditis_elegans	WBGene00000288	WBGene00073193	ortholog_one2many
caenorhabditis_elegans	WBGene00000289	WBGene00062263	ortholog_one2one
caenorhabditis_elegans	WBGene00000292	WBGene00068684	ortholog_one2one
caenorhabditis_elegans	WBGene00000293	WBGene00053478	ortholog_one2one
caenorhabditis_elegans	WBGene00000294	WBGene00077242	ortholog_one2one
caenorhabditis_elegans	WBGene00000295	WBGene00051633	ortholog_one2one
caenorhabditis_elegans	WBGene00000296	WBGene00073144	ortholog_one2one
caenorhabditis_elegans	WBGene00000298	WBGene00065041	ortholog_one2one
caenorhabditis_elegans	WBGene00000301	WBGene00070312	ortholog_one2many
caenorhabditis_elegans	WBGene00000301	WBGene00075205	ortholog_one2many
caenorhabditis_elegans	WBGene00000302	WBGene00052820	ortholog_one2one
caenorhabditis_elegans	WBGene00000366	WBGene00055028	ortholog_one2one
caenorhabditis_elegans	WBGene00000367	WBGene00051243	ortholog_one2one
caenorhabditis_elegans	WBGene00000368	WBGene00056483	ortholog_one2one
caenorhabditis_elegans	WBGene00000369	WBGene00063003	ortholog_one2one
caenorhabditis_elegans	WBGene00000370	WBGene00069437	ortholog_one2many
caenorhabditis_elegans	WBGene00000370	WBGene00073416	ortholog_one2many
caenorhabditis_elegans	WBGene00000371	WBGene00079900	ortholog_one2one
caenorhabditis_elegans	WBGene00000372	WBGene00067223	ortholog_one2many
caenorhabditis_elegans	WBGene00000373	WBGene00066239	ortholog_many2many
caenorhabditis_elegans	WBGene00000373	WBGene00058744	ortholog_many2many
caenorhabditis_elegans	WBGene00000375	WBGene00057345	ortholog_one2one
caenorhabditis_elegans	WBGene00000376	WBGene00071921	ortholog_one2one
caenorhabditis_elegans	WBGene00000377	WBGene00053811	ortholog_one2one
caenorhabditis_elegans	WBGene00000378	WBGene00053274	ortholog_one2one
caenorhabditis_elegans	WBGene00000379	WBGene00053851	ortholog_one2one
caenorhabditis_elegans	WBGene00000380	WBGene00061767	ortholog_one2one
caenorhabditis_elegans	WBGene00000381	WBGene00055574	ortholog_one2one
caenorhabditis_elegans	WBGene00000382	WBGene00062395	ortholog_one2one
caenorhabditis_elegans	WBGene00000383	WBGene00057326	ortholog_one2one
caenorhabditis_elegans	WBGene00000386	WBGene00068985	ortholog_one2one
caenorhabditis_elegans	WBGene00000387	WBGene00062070	ortholog_one2one
caenorhabditis_elegans	WBGene00000388	WBGene00060310	ortholog_one2one
caenorhabditis_elegans	WBGene00000389	WBGene00070576	ortholog_one2one
caenorhabditis_elegans	WBGene00000390	WBGene00054399	ortholog_one2one
caenorhabditis_elegans	WBGene00000391	WBGene00056997	ortholog_one2one
caenorhabditis_elegans	WBGene00000392	WBGene00071952	ortholog_one2one
caenorhabditis_elegans	WBGene00000393	WBGene00051488	ortholog_one2one
caenorhabditis_elegans	WBGene00000395	WBGene00064097	ortholog_one2one
caenorhabditis_elegans	WBGene00000396	WBGene00061766	ortholog_one2one
caenorhabditis_elegans	WBGene00000397	WBGene00068426	ortholog_one2one
caenorhabditis_elegans	WBGene00000399	WBGene00062201	ortholog_one2one
caenorhabditis_elegans	WBGene00000401	WBGene00063229	ortholog_one2one
caenorhabditis_elegans	WBGene00000402		
caenorhabditis_elegans	WBGene00000403	WBGene00053987	ortholog_one2one
caenorhabditis_elegans	WBGene00000405	WBGene00055036	ortholog_one2one
caenorhabditis_elegans	WBGene00000406	WBGene00065262	ortholog_one2one
caenorhabditis_elegans	WBGene00000407	WBGene00070630	ortholog_one2one
caenorhabditis_elegans	WBGene00000408	WBGene00057218	ortholog_one2one
caenorhabditis_elegans	WBGene00000409	WBGene00060024	ortholog_one2one
caenorhabditis_elegans	WBGene00000410	WBGene00056026	ortholog_one2one
caenorhabditis_elegans	WBGene00000411	WBGene00053460	ortholog_one2one
caenorhabditis_elegans	WBGene00000412	WBGene00080919	ortholog_one2many
caenorhabditis_elegans	WBGene00000412	WBGene00067591	ortholog_one2many
caenorhabditis_elegans	WBGene00000412	WBGene00067586	ortholog_one2many
caenorhabditis_elegans	WBGene00000412	WBGene00080798	ortholog_one2many
caenorhabditis_elegans	WBGene00000413	WBGene00056416	ortholog_one2one
caenorhabditis_elegans	WBGene00000414	WBGene00062965	ortholog_one2one
caenorhabditis_elegans	WBGene00000415	WBGene00055940	ortholog_one2one
caenorhabditis_elegans	WBGene00000416	WBGene00064588	ortholog_one2one
caenorhabditis_elegans	WBGene00000417	WBGene00062743	ortholog_one2many
caenorhabditis_elegans	WBGene00000417	WBGene00076142	ortholog_one2many
caenorhabditis_elegans	WBGene00000418	WBGene00082247	ortholog_one2many
caenorhabditis_elegans	WBGene00000418	WBGene00061689	ortholog_one2many
caenorhabditis_elegans	WBGene00000419	WBGene00075058	ortholog_one2many
caenorhabditis_elegans	WBGene00000419	WBGene00059181	ortholog_one2many
caenorhabditis_elegans	WBGene00000420	WBGene00055641	ortholog_one2one
caenorhabditis_elegans	WBGene00000421	WBGene00055067	ortholog_one2one
caenorhabditis_elegans	WBGene00000422	WBGene00065497	ortholog_one2one
caenorhabditis_elegans	WBGene00000423	WBGene00055737	ortholog_one2one
caenorhabditis_elegans	WBGene00000424		
caenorhabditis_elegans	WBGene00000425	WBGene00055164	ortholog_one2one
caenorhabditis_elegans	WBGene00000426	WBGene00062430	ortholog_one2one
caenorhabditis_elegans	WBGene00000427		
caenorhabditis_elegans	WBGene00000428	WBGene00051801	ortholog_one2one
caenorhabditis_elegans	WBGene00000429	WBGene00056315	ortholog_one2one
caenorhabditis_elegans	WBGene00000430	WBGene00079954	ortholog_one2one
caenorhabditis_elegans	WBGene00000431	WBGene00064253	ortholog_one2one
caenorhabditis_elegans	WBGene00000432		
caenorhabditis_elegans	WBGene00000433	WBGene00066624	ortholog_one2one
caenorhabditis_elegans	WBGene00000434	WBGene00060980	ortholog_one2one
caenorhabditis_elegans	WBGene00000435	WBGene00055585	ortholog_one2one
caenorhabditis_elegans	WBGene00000436	WBGene00066578	ortholog_one2one
caenorhabditis_elegans	WBGene00000437	WBGene00077368	ortholog_one2one
caenorhabditis_elegans	WBGene00000438	WBGene00051309	ortholog_one2one
caenorhabditis_elegans	WBGene00000439	WBGene00064450	ortholog_one2one
caenorhabditis_elegans	WBGene00000440	WBGene00060406	ortholog_one2one
caenorhabditis_elegans	WBGene00000441	WBGene00051914	ortholog_one2one
caenorhabditis_elegans	WBGene00000442	WBGene00074932	ortholog_one2one
caenorhabditis_elegans	WBGene00000443	WBGene00069373	ortholog_one2one
caenorhabditis_elegans	WBGene00000444		
caenorhabditis_elegans	WBGene00000445	WBGene00065016	ortholog_one2one
caenorhabditis_elegans	WBGene00000446	WBGene00064076	ortholog_one2one
caenorhabditis_elegans	WBGene00000447	WBGene00052885	ortholog_one2one
caenorhabditis_elegans	WBGene00000448	WBGene00061825	ortholog_one2one
